,iati_identifier,title_narrative,document_link_url,document_link_title_narrative,document-link.category-codes-combined
16,GB-GOV-3-CSSF-01-000016,['Counter Terrorism Programmes Fund'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/716907/140618_CCS207_CCS0218929798-1_CONTEST_3.0_WEB.pdf', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758179/CTPF_Enablers_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758180/CTPF_Strand_One_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758181/CTPF_Strand_Two_and_Three_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758183/CTPF_Strand_Four_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874995/Combined_Annual_Review_Summary.odt']","['UK Counter Terrorism Strategy 2018', 'Counter Terrorism Programme Fund: Enablers Programme: 18/19 CSSF Programme Summary', 'Counter Terrorism Programme Fund: Strand One Programme: 18/19 CSSF Programme Summary', 'Counter Terrorism Programme Fund: Strand Two/Three Programme: 18/19 CSSF Programme Summary', 'Counter Terrorism Programme Fund: Strand Four Programme: 18/19 CSSF Programme Summary', 'Combined Counter Terrorism Programme Fund: 18/19 Annual Review Summary']","['B12,B03', 'A02,B03', 'A02,B03', 'A02,B03', 'A02,B03', 'A07,A08']"
17,GB-GOV-3-CSSF-02-000001,['Afghanistan Demining programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787679/Afghanistan_Demining_Programme_Summary_2018-2019.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787164/Afghanistan_Demining_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842476/Afghanistan_Demining_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/875474/Afghan_Demining_Annual_Review_Summary.odt']","['Afghanistan Demining Programme: 18/19 CSSF Programme Summary', 'Afghanistan Demining Programme: 17/18 CSSF Annual Review', 'Afghanistan Demining Programme: 19/20 CSSF Programme Summary', 'Afghan Demining: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
18,GB-GOV-3-CSSF-02-000002,['Afghanistan Migration programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787681/Afghanistan_Migration_Programme_Summary_2018-2019.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/875477/Afghan_Migration_Annual_Review_Summary.odt']","['Afghanistan Migration Programme: 18/19 CSSF Programme Summary', 'Afghan Migration: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08']"
19,GB-GOV-3-CSSF-02-000004,['Afghanistan Security Sector and Peace-building Support'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787682/Afghanistan_Security_Sector___Peacebuilding_Programme_Summary_2018-2019.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842477/Afghanistan_Security_Sector_Peacebuilding_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/875484/Afghan_Security_Sector_and_Peacebuilding_Support__SSPS__Annual_Review_Summary.odt']","['Afghanistan Security Sector and Peace-building Support Programme: 18/19 CSSF Programme Summary', 'Afghanistan Security Sector and Peace-building Support Programme: 19/20 CSSF Programme Summary', 'Afghan Security Sector and Peacebuilding Support: 18/19 Annual Review Summary']","['A02,B03', 'A02,B03', 'A07,A08']"
20,GB-GOV-3-CSSF-02-000005,['Afghan National Army Trust Fund'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787676/Afghan_National_Army_Trust_Fund__Programme_Summary_2018-2019.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787161/Afghan_National_Defence_and_Security_Force__ANDSF__Professionalisation__2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842474/Afghan_National_Army_Trust_Fund_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/875478/Afghan_National_Army_Trust_Fund_Annual_Review_Summary.odt']","['Afghan National Army Trust Fund Programme: 18/19 CSSF Programme Summary', 'Afghan National Defence and Security Forces Professionalisation Programme: 17/18 CSSF Annual Review', 'Afghan National Army Trust Fund Programme: 19/20 CSSF Programme Summary', 'Afghan National Army Trust Fund: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
21,GB-GOV-3-CSSF-02-000006,['Afghanistan Support to the Peace Process'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787683/Afghanistan_Support_to_the_Peace_Process_Programme_Summary_2018-2019.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842481/UK_Support_to_the_Afghanistan_Peace_Process_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/875487/Afghan_Support_to_the_Peace_Annual_Review_Summary.odt']","['Afghanistan Support to the Peace Process Programme: 18/19 CSSF Programme Summary', 'Afghanistan Support to the Peace Process Programme: 19/20 CSSF Programme Summary', 'Afghan Support to the Peace: 18/19 Annual Review Summary']","['A02,B03', 'A02,B03', 'A07,A08']"
22,GB-GOV-3-CSSF-03-000003,['Great Lakes Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787176/Great_Lakes_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758136/AFRA_Great_Lakes_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874643/Great_Lakes_Programme_Completion_Review_Summary.odt']","['Great Lakes Programme: 17/18 CSSF Annual Review', 'Great Lakes Programme: 18/19 CSSF Programme Summary', 'Great Lakes: 18/19 Programme Completion Review Summary']","['A07,A08', 'A02,B03', 'A07,A08']"
23,GB-GOV-3-CSSF-03-000007,['Nigeria Security & Justice Reform Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787209/Nigeria_Security_Justice_Reform_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758140/AFRA_Nigeria_Security_and_Justice_Reform_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842234/Nigeria_Security_and_Justice_Reform_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874648/Nigeria_Security_and_Justice_Reform_Annual_Review_Summary.odt']","['Nigeria Security and Justice Reform Programme: 17/18 CSSF Annual Review', 'Nigeria Security and Justice Reform Programme: 18/19 CSSF Programme Summary', 'Nigeria Security & Justice Reform Programme: 19/20 CSSF Programme Summary', 'Nigeria Security and Justice Reform: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
24,GB-GOV-3-CSSF-03-000008,['North East Nigeria Security and Conflict and Stabilisation Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758139/AFRA_Nigeria_North_East_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787215/North_East_Nigeria_Security_Conflict_and_Stabilisation_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842232/Nigeria_North_East_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874651/North_East_Nigeria_Security_and_Stabilisation_Annual_Review_Summary.odt']","['North East Nigeria Security and Conflict and Stabilisation Programme: 18/19 CSSF Programme Summary', 'Nigeria North East Programme: 17/18 CSSF Annual Review', 'North East Nigeria Security and Conflict and Stabilisation Programme: 19/20 CSSF Programme Summary', 'North East Nigeria Security and Stabilisation: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
25,GB-GOV-3-CSSF-03-000010,['Strengthening Security and Resilience in Sierra Leone and Neighbouring Countries'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758144/AFRA_Sierra_Leone_Strengthening_Security_and_Resilience_Programme_Summar....odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787217/Sierra_Leone_Security_and_Resilience_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842239/Sierra_Leone_Strengthening_Security_and_Resilience_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874662/Strengthening_Security_and_Resilience_in_Sierra_Leone_Annual_Review_Summary.odt']","['Strengthening Security and Resilience in Sierra Leone and Neighbouring Countries Programme: 18/19 CSSF Programme Summary', 'Sierra Leone Programme: 17/18 CSSF Annual Review', 'Sierra Leone Programme: 19/20 CSSF Programme Summary', 'Strengthening Security and Resilience in Sierra Leone: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
26,GB-GOV-3-CSSF-03-000012,['Somaliland (Somalia) Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787231/Somaliland_Programme_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758151/AFRA_Somalia_Somaliland_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842244/Somaliland__Somalia__Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874659/Somaliland_Annual_Review_Summary.odt']","['Somaliland Programme: 17/18 CSSF Annual Review', 'Somaliland Programme: 18/19 CSSF Programme Summary', 'Somaliland Programme: 19/20 CSSF Programme Summary', 'Somaliland: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
27,GB-GOV-3-CSSF-03-000017,['Africa Peace and Security'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758131/AFRA_Africa_Peace_and_Security_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842220/Africa_Peace_and_Security_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874632/Africa_Peace_and_Security_Annual_Review_Summary.odt']","['Africa Peace and Security Programme: 18/19 CSSF Programme Summary', 'Africa Peace and Security Programme: 19/20 CSSF Programme Summary', 'Africa Peace and Security: 18/19 Annual Review Summary']","['A02,B03', 'A02,B03', 'A07,A08']"
28,GB-GOV-3-CSSF-03-000018,['East Africa Preventing Violent Extremism'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758134/AFRA_East_Africa_Preventing_Violent_Extremism_Programme_Summary_FY_18_19....odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787169/East_Africa_Countering_Violent_Extremism_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/845424/East_Africa_Preventing_Violent_Extremism_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874637/East_Africa_Preventing_Violent_Extremism_Annual_Review_Summary.odt']","['East Africa Preventing Violent Extremism Programme: 18/19 CSSF Programme Summary', 'East Africa Countering Violent Extremism Programme:  17/18 CSSF Annual Review', 'East Africa Preventing Violent Extremism: 19/20 CSSF Programme Summary', 'East Africa Preventing Violent Extremism: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
29,GB-GOV-3-CSSF-03-000019,['East Africa Crime and Justice Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787170/East_Africa_Criminality_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758132/AFRA_East_Africa_Crime_and_Justice_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842223/East_Africa_Crime_and_Justice_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874635/East_Africa_Crime_and_Justice_Annual_Review_Summary.odt']","['East Africa Criminality Programme:  17/18 CSSF Annual Review', 'East Africa Crime and Justice Programme: 18/19 CSSF Programme Summary', 'East Africa Crime and Justice Programme: 19/20 CSSF Programme Summary', 'East Africa Crime and Justice: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
30,GB-GOV-3-CSSF-03-000020,['East Africa Migration Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758133/AFRA_East_Africa_Migration_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874638/East_Africa_Regional_Migration_Annual_Review_Summary.odt']","['East Africa Migration Programme: 18/19 CSSF Programme Summary', 'East Africa Regional Migration:18/19 Annual Review Summary']","['A02,B03', 'A07,A08']"
31,GB-GOV-3-CSSF-03-000022,['Nigeria Delta & Maritime Security and Stability Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787178/Niger_Delta_Stability_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787180/Nigeria_Regional_Maritime_Security_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758137/AFRA_Niger_Delta_and_Maritime_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842226/Niger_Delta_and_Maritime_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874645/Niger_Delta_And_Maritime_Security_Annual_Review_Summary.odt']","['Niger Delta Stability Programme 17/18 CSSF Annual Review', 'Nigeria Regional Maritime Security Programme: 17/18 CSSF Annual Review', 'Nigeria Delta & Maritime Security and Stability Programme: 18/19 CSSF Programme Summary', 'Niger Delta & Maritime Security and Stability Programme:19/20 CSSF Programme Summary', 'Niger Delta And Maritime Security: 18/19 Annual Review Summary']","['A07,A08', 'A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
32,GB-GOV-3-CSSF-03-000023,['Sahel Defence and Security'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758141/AFRA_Sahel_Defence_and_Security_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842236/Sahel_Defence_and_Security.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874653/Sahel_Defence_and_Security_Annual_Review_Summary.odt']","['Sahel Defence and Security Programme: 18/19 CSSF Programme Summary', 'Sahel Defence and Security Programme: 19/20 CSSF Programme Summary', 'Sahel Defence and Security: 18/19 Annual Review Summary']","['A02,B03', 'A02,B03', 'A07,A08']"
33,GB-GOV-3-CSSF-03-000024,['Sahel Stabilisation Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787216/Sahel_Support_to_Multilaterals_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758142/AFRA_Sahel_Stabilisation_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842237/Sahel_Stabilisation.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874654/Sahel_Stabilisation_Annual_Review_Summary.odt']","['Sahel Support to Multilaterals Programme: 17/18 CSSF Annual Review', 'Sahel Stabilisation Programme: 18/19 CSSF Programme Summary', 'Sahel Stabilisation CSSF Programme: 19/20 CSSF Programme Summary', 'Sahel Stabilisation: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
34,GB-GOV-3-CSSF-03-000025,['Somalia Human Rights and Vulnerable Persons’ Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758147/AFRA_Somalia_Human_Rights_and_Vulnerable_Persons_Programme_Summary_FY_18....odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787230/Somalia_Human_Rights_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874657/Somalia_Human_Rights_and_Vulnerable_Persons_Annual_Review_Summary.odt']","['Somalia Human Rights and Vulnerable Persons’ Programme: 18/19 CSSF Programme Summary', 'Somalia Human Rights Programme: 17/18 CSSF Annual Review', 'Somalia Human Rights and Vulnerable Persons: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A07,A08']"
35,GB-GOV-3-CSSF-03-000026,['Somalia Counter Extremism Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758145/AFRA_Somalia_Counter_Extremism_Programme_Summary_FY_1819.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842241/Somalia_Counter_Extremism_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874656/Somalia_Countering_Violent_Extremism_Annual_Review_Summary.odt']","['Somalia Counter Extremism Programme: 18/19 CSSF Programme Summary', 'Somalia Counter Extremism Programme: 19/20 CSSF Programme Summary', 'Somalia Countering Violent Extremism: 18/19 Annual Review Summary']","['A02,B03', 'A02,B03', 'A07,A08']"
36,GB-GOV-3-CSSF-03-000028,['Somalia Stabilisation Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787229/Somalia_Early_Recovery_Stabilisation_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758152/AFRA_Somalia_Stabilisation_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842242/Somalia_Stabilisation_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874658/Somalia_Stabilisation_Programme_Annual_Review_Summary.odt']","['Somalia Stabilisation Programme: 17/18 CSSF Annual Review', 'Somalia Early Recovery Initiative, Stabilisation in Newly or Recently Recovered Areas Programme: 18/19 CSSF Programme Summary', 'Somalia Stabilisation Programme: 19/20 CSSF Programme Summary', 'Somalia Stabilisation: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
37,GB-GOV-3-CSSF-03-000029,['South Sudan Conflict Reduction'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758153/AFRA_South_Sudan_Conflict_Reduction_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787248/South_Sudan_National_Conflict_Reduction_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842245/South_Sudan_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874661/South_Sudan_Conflict_and_Resilience_Annual_Review_Summary.odt']","['South Sudan Conflict Reduction Programme: 18/19 CSSF Programme Summary', 'South Sudan National Conflict Reduction Programme: 17/18 CSSF Annual Review', 'South Sudan Conflict Reduction Programme: 19/20 CSSF Programme Summary', 'South Sudan Conflict and Resilience: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
38,GB-GOV-3-CSSF-03-000030,['Sudan Conflict Reduction and Stabilisation Programme'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787252/Sudan_Conflict_Resilience_and_Stabilisation_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758154/AFRA_Sudan_Conflict_Reduction_and_Stablisation_Programme_Summary_FY_18_1....odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842246/Sudan_Conflict_Reduction_and_Stabilisation_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874663/Sudan_Conflict_Resilience_and_Stabilisation_Annual_Review_Summary.odt']","['Sudan Conflict Resilience and Stabilisation Programme: 17/18 CSSF Annual Review', 'Sudan Conflict Reduction and Stablisation Programme: 18/19 CSSF Programme Summary', 'Sudan Conflict Reduction and Stabilisation Programme: 19/20 CSSF Programme Summary', 'Sudan Conflict Resilience and Stabilisation: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
39,GB-GOV-3-CSSF-04-000001,['Caribbean – Serious and Organised Crime'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758159/AMRC_Caribbean_Serious_Organised_Crime_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787276/Caribbean_Serious_Organised_Crime_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842691/Caribbean_Serious_Organised_Crime_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874817/Caribbean_Serious_Organised_Crime_Annual_Review_Summary.odt']","['Caribbean Serious and Organised Crime Programme: 18/19 CSSF Programme Summary', 'Caribbean Serious and Organised Crime Programme: 17/18 CSSF Annual Review', 'Caribbean Serious and Organised Crime Programme: 19/20 CSSF Programme Summary', 'Caribbean Serious Organised Crime: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
40,GB-GOV-3-CSSF-04-000002,['Colombia Peace and Stability'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787277/Colombia_Peace_Process_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758160/AMRC_Colombia_Peace_Process_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842692/Colombia_Peace_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874820/Colombia_Security_and_Access_to_Justice_for_Peace_Annual_Review_Summary.odt']","['Colombia Peace Process: 17/18 CSSF Annual Review', 'Colombia Peace Process Programme: 18/19 CSSF Programme Summary', 'Colombia Peace Process Programme: 19/20 CSSF Programme Summary', 'Colombia Security and Access to Justice for Peace: 18/19 Annual Review Summary']","['A07,A08', 'A02,B03', 'A02,B03', 'A07,A08']"
41,GB-GOV-3-CSSF-04-000003,['Peru/Colombia Serious Organised Crime (Formerly Combatting Illicit Economies - Colombia/Peru/Panama)'],"['https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/758161/AMRC_Peru_Colombia_Serious_Organised_Crime_Programme_Summary_FY_18_19.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/787278/Peru_and_Colombia_Serious_Organised_Crime_2017-2018.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/842693/Peru_-_Colombia_Serious_Organised_Crime_Programme.odt', 'https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/874818/Colombia_and_Peru_Serious_Organised_Crime_Annual_Review.odt']","['Peru/Colombia Serious and Organised Crime Programme: 18/19 CSSF Programme Summary', 'Peru/Colombia Serious and Organised Crime Programme: 17/18 CSSF Annual Review', 'Peru/Colombia Serious and Organised Crime Programme: 19/20 CSSF Programme Summary', 'Colombia and Peru Serious Organised Crime: 18/19 Annual Review Summary']","['A02,B03', 'A07,A08', 'A02,B03', 'A07,A08']"
